id,description,value
1023586,to buy body parts and paint for the cars he repairs,0
1020488,to buy cost-efficient maize seeds and fertilizer for the coming harvesting season,0
1020498,to purchase hybrid seeds and fertilizer for the�cultivation�of maize,0
1020500,to buy cost-efficient seeds and fertilizer for the coming harvesting season.,0
1020521,to buy cows for rearing.,1
1020522,"to buy general merchandise such as soap, cooking oil and sugar to sell.",0
1021510,"to buy jeans, shirts, blouses, sandals, underwear and other products to improve her inventory.",0
1020446,buy mineral fertilizer and seeds.,0
1020490,to purchase hybrid seeds and fertilizer for the�cultivation�of maize,0
1020503,to buy a new motorbike,0
1021511,"to buy seeds, chemical and organic fertilizers, pest control, etc.",0
1023472,"to pay for garri, rice, lettuce, tea and bread",0
1023475,to pay for dry fish,0
1023516,To start trading with home products,0
1025010,"to buy seeds, manure, fertilizers, and a pump for fumigation.",0
1025046,"buy freezers, stoves, and televisions",0
1025107,to buy seeds and insecticides because there are many pests.,0
1025122,"to buy corn, oil, chicken mear, beans, cheese, vegetables, among other supplies in order to prepare traditional dishes.",0
1025905,to buy tables and chairs to sell food to more customers.,0
1023359,to buy additional beauty products for her business.,0
1023361,To repair and renew her kitchen,0
1023428,to renovate his house to make it a healthier living place for his children.,0
1023471,"to pay for sugar, milk, water plastic and liquid flavor",0
1025113,"to purchase seeds, semillas abonos y fertilizante,",0
1025121,to buy seeds and fertilisers to take care of his crops.  ,0
1025124,to buy sprayers and hose and also pay for the installation of a gravity irrigation system to improve the development of his vegetable crops.,0
1025126,to buy seeds and a pump to spray.,0
1023340,to purchase baby pigs to raise and sell in future.,1
1023452,to buy sacks of charcoal.,0
1024010,"to purchase supplies for her tailoring business.
",0
1025063,to buy pigs.,1
1025930,to stock his store.,0
1020382,to buy merchandise for her sari-sari store,0
1020415,"to buy household appliances to use, which will upgrade her standard of living. .",0
1020418,to buy fertilizer which is expected to increase her crop yield as well as her income.,0
1023193,to purchase baby poultry to raise and sell in the future.,1
1023327,to purchase fruits and vegetables to resell.,0
1023375,to purchase baby poultry to raise and sell in the future.,1
1023521,to purchase stock of clothing and start trading.,0
1026109,to buy four heifers in order to increase her livestock headcount,1
1023386,to buy the best selling drinks for her grocery store.,0
1023717,to buy fertilizer,0
1023500,to raise sheep to sell.,1
1023722,to raise pigs,1
1023724,to invest in raising goats,1
1023725,to repair her house,0
1023728,to repair her house.,0
1025128,to buy wholesale bookstore materials to sell at the start of the school year.,0
1025129,to buy wool in bulk.,0
1025158,to purchase charcoal in bulk to sell.,0
1020239,to buy construction materials.,0
1020249,to buy maize and beans to sell.,0
1020250,to pay for fertilizer & labour.,0
1020259,to buy more rice for milling and then to sell.,0
1020261,to buy more maize and beans to sell.,0
1020265,to buy more maize to sell.,0
1021501,"to buy seeds, fertiliser, manure, pesticides, weed killer, etc. to improve the land.",0
1021505,"to buy sulphate, seeds, pesticides, weed killer, formula, etc.",0
1020227,to complete his payment for a motorcycle.,0
1020235,to repair his taxi,0
1020236,to purchase a motorcycle.,0
1020238,"to buy building materials like cement, timber, nails and other materials to construct his house.",0
1021480,"to buy pork cracklings, fresh cheese, beans, corn and other ingredients.",0
1020187,to purchase a solar light and gain access to cost-efficient hybrid seeds and fertilizer for maize cultivation.,0
1020190,to purchase a solar light and gain access to cost-efficient hybrid seeds and fertilizer for maize cultivation.,0
1020191,to buy a new motorcycle.,0
1020196,to purchase hybrid seeds and fertilizer for the�cultivation�of maize,0
1020200,"to buy animal feed for his livestock, as well as fertilizer and seeds for planting.",1
1020201,to purchase a solar light and gain access to cost-efficient hybrid seeds and fertilizer for maize cultivation.,0
1020206,to purchase hybrid seeds and fertilizer for the�cultivation�of maize.,0
1020217,to buy cost-efficient maize seeds and fertilizer for the coming harvest season.,0
1020162,"to purchase stock of sugar, rice, maize flour and wheat flour.",0
1020175,to purchase hybrid seeds and fertilizer for the�cultivation�of maize,0
1020177,"to purchase sugar, rice, maize flour, and wheat flour.",0
1020178,to purchase hybrid seeds and fertilizer to improve harvests of maize							,0
1020186,to purchase bales of clothes for resale,0
1023676,to buy more potatoes to resell.,0
1022883,to buy more clothes for resale.,0
1023158,to buy piglets and  feed.,1
1023335,to increase her merchandise with new accessories and make up to better satisfy her customers' increasing demands.,0
1023356,to purchase a sewing machine and cloth to do tailoring services.,0
1023424,to buy puppies to expand his business.,0
1023695,"to buy school supplies, crayon packs, colored pencils, notebooks, glue sticks, glue, ballpoint pens, highlighters, folders, and backpacks.",0
1021917,"to purchase housing materials such as sand, gravel, and bags of cement",0
1021922,to purchase bags of cement and hollow blocks.,0
1021935,to pay for the overhaul and maintenance of his motorcycle.,0
1021939,"to purchase bulk supplies of peanuts, sugar, butter, margarine, milk and other items for peanut butter production.",0
1021942,"to purchase housing materials such as sand, gravel, and bags of cement.",0
1021718,to provide more mobile airtime credits for his community.,0
1021829,to sell more mobile airtime credits to people in his community.,0
1021973,to provide more mobile airtime credits to his community.,0
1022497,to process more prepaid mobile airtime purchases and utility bill payments.,0
1020781,to provide more mobile airtime credits to his community.,0
1020784,to provide more mobile airtime credits for her community.,0
1020790,to provide more mobile airtime credits for her community.,0
1021666,to provide more mobile airtime credits for her community.,0
1021669,to provide more mobile airtime credits for her community.,0
1021715,to provide more mobile airtime credits for her community.,0
1021948,to purchase mobile airtime credits for his community,0
1022508,to purchase additional prepaid airtime credit for helping community members who need access to communication service.,0
1021651,to provide more mobile airtime credits for his community.,0
1021654,to provide more mobile airtime credits for his community,0
1021661,to provide more mobile airtime credits.,0
1021722,to purchase more mobile airtime credits.,0
1021961,to provide more mobile airtime credits for her community.,0
1022487,to purchase additional prepaid airtime credit to help community members who need access to communication service.,0
1022493,to purchase additional prepaid airtime credit to help community members who need access to communication service.,0
1017398,to buy tables and chairs for a restaurant that he will be opening.,0
1024267,to buy a manual tire removal machine to repair tires.,0
1017397,to build up a room at the house where he lives.,0
1017399,to buy more merchandise for her business,0
1017879,to buy merchandise for her stationery store.,0
1017884,to buy fabrics of better quality.,0
1019086,to fix the walls of her house,0
1019087,to buy cattle to increase his milk production,1
1024346,compra de ganado vacuno,1
1024363,to build a kitchen to cook fast food and sell on foot.,0
1023645,to harvest coffee and plant more coffee.,0
1023969,"To stock up on pagnes [traditional cloth], etc.",0
1025100,to purchase jackets in bulk.,0
1020647,to buy cost-efficient hybrid seeds and fertilizer for maize cultivation plus a solar light.,0
1020660,buy mineral fertilizer and seeds,0
1020669,"to buy chicken, sausage, bread, tomato sauce, a box of canned fish (tuna), plastic bags, containers and butter.",0
1020735,to purchase hybrid seeds and fertilizer to improve harvests of maize.,0
1020776,to provide mobile airtime credits for her community,0
1022124,"to purchase bread, tomatoes, onions, mayonnaise, mortadella, and other ingredients.",0
1022125,To buy a variety of shoes and sandals to increase sales and inventory.,0
1022129,"to purchase sulfate, seeds, insecticides, herbicides, formula, etc. and to improve the land.",0
1020180,to purchase two solar lights as well as hybrid seeds and fertilizer to improve her maize harvest ,0
1020183,to purchase two solar lights and gain access to cost-efficient hybrid seeds and fertilizer for maize cultivation.,0
1020193,to off load new motor spare parts and stock for his customers.,0
1020425,"to buy seed, fertilizer and pesticide for her farmland.",0
1021459,to buy more cattle.,1
1023138,to pay the rent for some land on which she will develop her agricultural activities,0
1023157,to purchase poultry to raise and sell.,1
1023186,to purchase vegetables to resell.,0
1023353,to purchase baby pigs to raise and sell in future.,1
1022902,"to buy bulbs, seeds, and fertilizer.",0
1019924,to buy new fruit trees and fertilizers,0
1020138,to buy fertilizers and pesticides and pay the ploughing fee.,0
1020154,to buy another motorcycle.,0
1020156,to buy farm inputs.,0
